Tweet,Class
الشيخ سعد حتى اذا تصور عم ياكل ملوخية رح ينتقدوه,Non-Offensive
اسرائيل ستزول حتماً بس جبران باسيل شو إله حل,Non-Offensive
يا ريت يا استاذ وئام بتتركلي هل طق الحنك شوي علتويتر وبتطلع بتشوف طريق مفرق الجاهلية كيف رح توقع بأي لحظة,Non-Offensive
صراحة الحق على جابو رئيس,Non-Offensive
كلكم في الهوى سوا هو كلب عند بشار وأنت كلب عند أردوغان هو باع سوريا وانت كذلك بعت سوريا لـ أردوغان الكلب,Offensive
مين غيرو الفتى الطائر جبران باسيل,Non-Offensive
الرعاع اللي هاجو بسوريا نحنا قرفانين منهم وقلنا عنهم خونة وجلب بوقت اللي كان سعدو وجعجع عاملين مهرجانات ليدعموهم وهربولهم بواخر سلاح,Offensive
اهلا وسهلا بأمير القمة أمير قطر ,Non-Offensive
نكتك سمجة متلك يا ريت شفنا منك شي يوم انو عملت شي انجاز للبنان كل اقوالك وافعالك متل بوالين الصابون ,Non-Offensive
من وين عم تجيب مصاري حتى تدفع قسط ابنك بلندن  ,Non-Offensive
انا اقترح عليك طبيب بيطري ,Offensive
الضاحية الجنوبية بلبنان نفس القرداحة بسوريا المنطقتين بدهن حرق على الزبالة اللي صدروها للعالم,Offensive
تفيييييي على أحسن شيخ بسوريا ازا ما بدهن حرق العمى هدول باعو آخرتهم بدنياهم,Offensive
كبير يا معالي الوزير الملك جبران باسيل,Non-Offensive
حتى لو بسوريا  بالنهاية العيل اللبنانيه والسورية ممتزجين نفس العائله واﻻجرام بدمهن بدهن حرق مش دعس,Offensive
لبنان عم يتهاوى بوجود كل السياسيين والزعماء بلبنان كلن شي بيهوي,Non-Offensive
لقاء الأقزام المعتوهين ,Offensive
يعدمني ياك يا زيهوفر الحيوان,Offensive
لقد رفعت معنويات أكثرية الشعب اللبناني وإذا مش كل الشعب ،في ناس من داخلها بتتشكرك ممكن ما بتقدر تقولها,Non-Offensive
انا كنت جرب احكي انو لبنان و نحن ولازم وحدة وطنية اي شي بيهوي من هيك شعب عميل للعدو الصهيوني و بكل وقاحة بدن يتجرأو على رناجرنا الي اطهر منهم ومن اذعمائهم نشالله رح يجي ليوم ويعرفو انهم لا شيئ فقط ذباب لا اكثر,Offensive
تصريحات جبران باسيل مستلهمة من القرار كفى مزايدة,Non-Offensive
"شي بيهوي من هيك بهايم
",Offensive
وطنا جميل وشعبنا جميل بس هدونا البال بالسياسة شوي بيمشي الحال اي شعب بدو يكون حي وهوي بيتبهدل عباب المستشفيات ,Non-Offensive
مشايخ العقل تبعونك أشرف او احسن منه ,Non-Offensive
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب,Non-Offensive
عن اي وطن تتكلم ,Non-Offensive
نهاد المشنوق متل عثمان واضرب منه عميل للمخابرات معروف قديش سعرو ,Non-Offensive
سوى ولا سورى ,Non-Offensive
كول هوا يازلمة,Offensive
هيدا صحافي مأجور صرلو سنه هيك بس هلأ طلعت ريحتو,Offensive
اكيد اكتشف انه انولد في لبنان و ان في واحد اسمه جبران باسيل يعمل جاهدا ليصبح رئيس جمهورية وعلى حساب مستقبله و صحته,Non-Offensive
كل المهابيل اللي عم بتعلق ببلد متل لبنان الكل ساحب سكاكينو عالكل سكينة مطبخ ما بسلم لو عندي,Non-Offensive
جابتله سيرة الطاقة النووية بالغلط بلش يشرح ليه ما فينا نعمل مصانع طاقة نووية بلبنان وانها خطرة ونا معرضين للهزات الأرضية وهي تقله ما كان قصدي نعمل مصانع وهو يشرح,Non-Offensive
الفجوة اللي بجيك منها ريح سدها واستريح وسد نيعك معها,Offensive
وجود عثمان وامثاله يمس مصداقية قوى الأمن ويسقط هيبتها ,Non-Offensive
جبران باسيل والزبالة,Non-Offensive
حاصلو يلعن روحك يا حافظ فرنسا بلجيكا,Offensive
اشتراكي اصيل على فكرة هناك فرق بين الاشتراكي و الجنبلاطي وما فيك تكون إقطاعي واشتراكي بنفس الوقت ياريت قلت عنو جنبلاطي اصيل كنت بإيدك,Non-Offensive
هيدي مزرعه و مليانه بهايم و طول عمرها تابعه للاحزاب و بعمرها ما كانت بلد,Offensive
ما هذا يادكتور علي خطأ قد يصفه البعض بغير المغتفر لانه في موقع,Non-Offensive
بهلول الدوحة بيتهزأ في مكان يروحه     ,Offensive
جبران باسيل سوريا هي الفجوة الاكبر اليوم في مؤتمرنا ونشعر بثقل فراغها بدل ان نشعر بخفّة وجودها سوريا يجب ان تعود,Non-Offensive
لك زبالتنا بتضل اشرف منكم ياعاهات المجتمع يا اعداء الله والدين يلي عم تتاجرو بل الكعبة,Offensive
واولهم معلمك جبران باسيل بيو كان يبيع ليموناضة كحيان من وين جاب ثروته عون كان قائد جيش من جاب ثروته بس يرجعو أموال الشعب,Non-Offensive
جبران باسيل عار على العرب ككل ماهو الا فرخ مجوسي أبتليت به الأمة العربية,Offensive
جبران باسيل لا يقصد هذا الكلام مقاوم صف اول    ,Non-Offensive
اذا فلو أمثالك بنضف لبلد من قذاره بصير لوطن بالف خير ,Offensive
كلام لابسك لبس ,Non-Offensive
شاغل الفاسدين والعاهرين ملك يا جبران باسيل العدرا تحميك ❤  ,Offensive
اذا جبران باسيل خائن,Offensive
شعبنا مخدر لهيك بدنا شعب جديد ,Non-Offensive
متأكد اخ نادر انها قديمة؟لانه مطلوب للقضاء والكل عم يتساءل كيف سافر ,Non-Offensive
لبنان شامخ بعروبتو بأخواتو العرب بس الفرس ما جلبو للبنان الى الدمار لعنكم الله ايها الفرس المجوس,Offensive
لك ضَل حدا ما بعبص بهالبلد كرمال هالجحش يلعن روحك انت وأبوك,Offensive
دور سورية بلبنان شي مشرف نسيت ميشال سماحة     ,Non-Offensive
بلعربي لمشبرح كول هوا,Offensive
مياومو الإعلام كل شائعة فيها جبران باسيل بيغلى سعرها,Non-Offensive
وئام وهاب دون كيشوت لبنان الا انه معدل حيث ان دون كيشوت الحقيقي كان رجل نبيل يتخيل ما لا وجود له,Non-Offensive
طب خلص كول هوا بكفي عما ما اسمكك,Offensive
على من تقرأ مزاميرك يا موسى الله يحمي معاليك ,Non-Offensive
قال عم يهاجموا جبران باسيل,Non-Offensive
انت اول منحطة ,Offensive
شكرا جبران باسيل ما هيك,Non-Offensive
من راقب الناس مات هما وانت من الهم حتموت موتت الكلاب ,Offensive
لعمى ما اكذب منك الا جريدة الأخبار خراس عند هاالصبح,Offensive
تقديمات عينية لعدد من الوزراء رشاوي هههههه   ,Non-Offensive
هذا ما يتداول بأنه أحدكم و عن الشهيد محمد نطالبكم بالتوضيح او التلفيق او أتحفونا بأكلة سمك,Non-Offensive
لا تنسى ان هذا الوهاب عنصري وحاقد وخادم أمين لمحور الشر الصفوي بلبنان ,Offensive
إخزاك الله كنا مخدوعين فيك او انك أفدغ مصحوك عليك تمدح كلب إيران وحزب اللات القذر ,Offensive
عفوا بس ايمتا بعتيلي لينك غناية انت و انت خراس,Offensive
بدو ياخد رضا الكلب بشار حتى يورث عمه برئاسة الجمهورية,Offensive
وهاب فليسجن هذا المجرم ,Non-Offensive
علي النعيمي انت بهذا الكلام تقر وتعترف انك من داعمي الاٍرهاب الإيراني في المنطقة ,Non-Offensive
كذبك يا أيوب,Non-Offensive
ما حدا بيسترجي يحكي معي هالحكي,Non-Offensive
الحمار بس تقله حااا بيفهم هدون بتقلهن حاا بتلاقي حالك ما عارف من وين جاييك الضرب وبالآخر قاعد بباص أخضر وطالع عإدلب,Offensive
طيب شو القيمة يلي بيستفيدها المجتمع لو النسوان تحجبوا,Non-Offensive
لطالما كانت أحذية الشرفاء الأحرار خير من تراسانات حكومات العرب والمسلمين الخانعة الذليلة عشت ياابن أمي الأصيل حرا أبيا ,Non-Offensive
